TransactionReference,ValueDate,CustomerAccount,Counterparty,AmountMinorUnits,CurrencyCode,TransactionType,SettlementStatus
B001187,2026-03-28,ACC0105,"Marlow ""Fine"" Foods",9144,GBP,DEBIT,RETURNED
B001188,2026-02-20,ACC0018,Bolt & Screw Ltd,1746,GBP,CREDIT,SETTLED
B001189,2026-01-31,ACC0049,Dhillon & Sons,13882,GBP,CREDIT,SETTLED
B001190,2026-03-13,ACC0109,Kite Digital,7752,GBP,DEBIT,SETTLED
B001191,2026-03-26,ACC0051,Corner Cafe,3976,GBP,DEBIT,SETTLED
B001192,2026-02-21,ACC0033,"Wembley Tyres, Ltd",3025,GBP,CREDIT,SETTLED
B001193,2026-03-08,ACC0074,The Old Print Works,9698,GBP,CREDIT,SETTLED
B001194,2026-03-17,ACC0054,Sandbrook Utilities,8183,GBP,DEBIT,SETTLED
B001195,2026-01-07,ACC0101,The Old Print Works,3930,GBP,CREDIT,UNSETTLED
B001196,2026-01-01,ACC0001,Corner Cafe,9437,GBP,DEBIT,SETTLED
B001197,2026-03-25,ACC0042,Ashvale Clinic,36383,GBP,DEBIT,SETTLED
B001198,2026-02-19,ACC0101,Dhillon & Sons,15937,GBP,DEBIT,SETTLED
B001199,2026-01-27,ACC0044,Dhillon & Sons,24360,GBP,DEBIT,RETURNED
B001200,2026-02-22,ACC0063,"Wembley Tyres, Ltd",18469,GBP,DEBIT,RETURNED
B001201,2026-01-08,ACC0084,Northline Freight,44416,GBP,DEBIT,SETTLED
B001202,2026-03-10,ACC0093,"Marlow ""Fine"" Foods",9704,GBP,DEBIT,SETTLED
B001203,2026-03-19,ACC0102,Dhillon & Sons,11962,GBP,CREDIT,UNSETTLED
B001204,2026-02-07,ACC0034,Kite Digital,11167,GBP,DEBIT,SETTLED
B001205,2026-01-09,ACC0029,Bolt & Screw Ltd,14173,GBP,CREDIT,UNSETTLED
B001206,2026-01-21,ACC0081,"Wembley Tyres, Ltd",18161,GBP,DEBIT,RETURNED
B001207,2026-03-22,ACC0066,Corner Cafe,1609,GBP,CREDIT,UNSETTLED
B001208,2026-02-26,ACC0008,Northline Freight,1566,GBP,CREDIT,RETURNED
B001209,2026-01-18,ACC0038,Bolt & Screw Ltd,20528,GBP,DEBIT,SETTLED
B001210,2026-01-20,ACC0005,Corner Cafe,9689,GBP,DEBIT,SETTLED
B001211,2026-02-26,ACC0076,"Wembley Tyres, Ltd",4702,GBP,DEBIT,SETTLED
B001212,2026-02-02,ACC0102,Kite Digital,4252,GBP,CREDIT,SETTLED
B001213,2026-01-27,ACC0003,Harrow Sports Club,14728,GBP,DEBIT,SETTLED
B001214,2026-01-07,ACC0029,Sandbrook Utilities,11240,GBP,DEBIT,UNSETTLED
B001215,2026-01-21,ACC0086,Kite Digital,9254,GBP,CREDIT,SETTLED
B001216,2026-02-12,ACC0057,Northline Freight,4881,GBP,CREDIT,UNSETTLED
B001217,2026-02-05,ACC0005,Kite Digital,10580,GBP,DEBIT,SETTLED
B001218,2026-03-22,ACC0074,Petra Logistics,24265,GBP,DEBIT,SETTLED
B001219,2026-03-29,ACC0073,Kite Digital,26139,GBP,DEBIT,SETTLED
B001220,2026-02-02,ACC0119,Harrow Sports Club,2339,GBP,DEBIT,SETTLED
B001221,2026-03-17,ACC0019,"Wembley Tyres, Ltd",2194,GBP,CREDIT,SETTLED
B001222,2026-01-14,ACC0042,"Wembley Tyres, Ltd",18163,GBP,DEBIT,SETTLED
B001223,2026-02-15,ACC0110,Ashvale Clinic,1476,GBP,CREDIT,SETTLED
B001224,2026-01-15,ACC0056,"Wembley Tyres, Ltd",10266,GBP,DEBIT,SETTLED
B001225,2026-03-24,ACC0039,The Old Print Works,2575,GBP,DEBIT,SETTLED
B001226,2026-02-07,ACC0118,Dhillon & Sons,8035,GBP,CREDIT,SETTLED
B001227,2026-02-20,ACC0118,Dhillon & Sons,2837,GBP,CREDIT,RETURNED
B001228,2026-02-23,ACC0063,Ashvale Clinic,4163,GBP,CREDIT,SETTLED
B001229,2026-03-11,ACC0107,Kite Digital,11030,GBP,DEBIT,RETURNED
B001230,2026-03-01,ACC0064,"Wembley Tyres, Ltd",1955,GBP,CREDIT,RETURNED
B001231,2026-01-02,ACC0041,Northline Freight,5249,GBP,DEBIT,SETTLED
B001232,2026-01-27,ACC0007,Corner Cafe,11500,GBP,CREDIT,SETTLED
B001233,2026-02-01,ACC0083,Bolt & Screw Ltd,5688,GBP,CREDIT,UNSETTLED
B001234,2026-01-09,ACC0092,"Marlow ""Fine"" Foods",7422,GBP,DEBIT,RETURNED
B001235,2026-01-15,ACC0054,"Wembley Tyres, Ltd",9288,GBP,CREDIT,RETURNED
B001236,2026-02-28,ACC0110,Kite Digital,2095,GBP,DEBIT,SETTLED
B001237,2026-03-19,ACC0078,The Old Print Works,13770,GBP,CREDIT,RETURNED
B001238,2026-01-21,ACC0110,"Wembley Tyres, Ltd",9530,GBP,DEBIT,UNSETTLED
B001239,2026-01-11,ACC0040,Bolt & Screw Ltd,6996,GBP,DEBIT,SETTLED
B001240,2026-01-12,ACC0037,"Wembley Tyres, Ltd",32331,GBP,DEBIT,SETTLED
B001241,2026-02-06,ACC0085,"Marlow ""Fine"" Foods",6987,GBP,DEBIT,UNSETTLED
B001242,2026-01-15,ACC0101,Ashvale Clinic,772,GBP,DEBIT,RETURNED
B001243,2026-03-14,ACC0075,Corner Cafe,21399,GBP,CREDIT,RETURNED
B001244,2026-01-21,ACC0048,Ashvale Clinic,10396,GBP,CREDIT,UNSETTLED
B001245,2026-03-18,ACC0076,Bolt & Screw Ltd,2326,GBP,DEBIT,UNSETTLED
B001246,2026-01-04,ACC0050,Kite Digital,13373,GBP,CREDIT,RETURNED
B001247,2026-01-27,ACC0067,Bolt & Screw Ltd,2438,GBP,DEBIT,UNSETTLED
B001248,2026-02-06,ACC0062,Dhillon & Sons,1417,GBP,CREDIT,SETTLED
B001249,2026-02-10,ACC0106,"Marlow ""Fine"" Foods",41158,GBP,DEBIT,UNSETTLED
B001250,2026-02-27,ACC0011,Ashvale Clinic,14550,GBP,DEBIT,RETURNED
B001251,2026-03-19,ACC0087,Petra Logistics,4038,GBP,DEBIT,SETTLED
B001252,2026-01-10,ACC0042,Northline Freight,8012,GBP,DEBIT,SETTLED
B001253,2026-03-31,ACC0020,"Wembley Tyres, Ltd",3611,GBP,CREDIT,SETTLED
B001254,2026-01-08,ACC0049,Northline Freight,2913,GBP,CREDIT,SETTLED
B001255,2026-02-23,ACC0028,Petra Logistics,4281,GBP,DEBIT,UNSETTLED
B001256,2026-01-14,ACC0084,Petra Logistics,7566,GBP,DEBIT,UNSETTLED
B001257,2026-01-01,ACC0074,Corner Cafe,23941,GBP,CREDIT,UNSETTLED
B001258,2026-03-20,ACC0085,Sandbrook Utilities,25193,GBP,DEBIT,UNSETTLED
B001259,2026-01-10,ACC0024,Northline Freight,10176,GBP,DEBIT,RETURNED
B001260,2026-03-15,ACC0068,Sandbrook Utilities,9780,GBP,DEBIT,SETTLED
B001261,2026-03-13,ACC0025,Harrow Sports Club,111234,GBP,DEBIT,UNSETTLED
B001262,2026-02-14,ACC0014,Dhillon & Sons,3428,GBP,DEBIT,UNSETTLED
B001263,2026-01-08,ACC0072,Northline Freight,119603,GBP,CREDIT,RETURNED
B001264,2026-01-20,ACC0061,The Old Print Works,6134,GBP,DEBIT,SETTLED
B001265,2026-01-25,ACC0002,Ashvale Clinic,3660,GBP,DEBIT,SETTLED
B001266,2026-01-18,ACC0076,Petra Logistics,6931,GBP,DEBIT,SETTLED
B001267,2026-02-28,ACC0113,Kite Digital,19603,GBP,DEBIT,RETURNED
B001268,2026-03-22,ACC0014,Kite Digital,5481,GBP,CREDIT,SETTLED
B001269,2026-02-16,ACC0082,Ashvale Clinic,1003,GBP,DEBIT,RETURNED
B001270,2026-02-18,ACC0109,The Old Print Works,29342,GBP,DEBIT,SETTLED
B001271,2026-03-02,ACC0074,Harrow Sports Club,3017,GBP,CREDIT,SETTLED
B001272,2026-03-17,ACC0104,Dhillon & Sons,3961,GBP,CREDIT,SETTLED
B001273,2026-03-14,ACC0034,Kite Digital,2019,GBP,DEBIT,RETURNED
B001274,2026-01-31,ACC0053,Sandbrook Utilities,5973,GBP,DEBIT,SETTLED
B001275,2026-01-02,ACC0114,The Old Print Works,19239,GBP,DEBIT,SETTLED
B001276,2026-01-24,ACC0067,Petra Logistics,5230,GBP,CREDIT,SETTLED
B001277,2026-01-09,ACC0097,Kite Digital,3397,GBP,DEBIT,SETTLED
B001278,2026-01-15,ACC0034,Corner Cafe,8910,GBP,CREDIT,RETURNED
B001279,2026-03-03,ACC0040,Ashvale Clinic,17101,GBP,CREDIT,UNSETTLED
B001280,2026-03-18,ACC0017,Ashvale Clinic,4517,GBP,CREDIT,SETTLED
B001281,2026-02-14,ACC0033,Dhillon & Sons,815,GBP,DEBIT,SETTLED
B001282,2026-03-27,ACC0035,Ashvale Clinic,8670,GBP,DEBIT,RETURNED
B001283,2026-02-11,ACC0073,"Wembley Tyres, Ltd",3131,GBP,DEBIT,RETURNED
B001284,2026-01-20,ACC0057,"Wembley Tyres, Ltd",9420,GBP,DEBIT,UNSETTLED
B001285,2026-01-24,ACC0003,"Wembley Tyres, Ltd",4844,GBP,CREDIT,RETURNED
B001286,2026-01-23,ACC0067,Corner Cafe,3075,GBP,DEBIT,RETURNED
B001287,2026-01-06,ACC0116,Petra Logistics,4174,GBP,DEBIT,SETTLED
B001288,2026-03-09,ACC0021,Bolt & Screw Ltd,3782,GBP,DEBIT,SETTLED
B001289,2026-02-16,ACC0063,Harrow Sports Club,17102,GBP,DEBIT,RETURNED
B001290,2026-02-04,ACC0093,Northline Freight,26317,GBP,DEBIT,UNSETTLED
B001291,2026-01-09,ACC0088,Ashvale Clinic,6603,GBP,DEBIT,SETTLED
B001292,2026-03-01,ACC0042,Kite Digital,21029,GBP,DEBIT,SETTLED
B001293,2026-02-16,ACC0054,"Marlow ""Fine"" Foods",14950,GBP,DEBIT,SETTLED
B001294,2026-03-29,ACC0018,Bolt & Screw Ltd,2631,GBP,CREDIT,SETTLED
B001295,2026-02-11,ACC0015,"Marlow ""Fine"" Foods",11274,GBP,DEBIT,SETTLED
B001296,2026-01-14,ACC0119,"Wembley Tyres, Ltd",23635,GBP,DEBIT,UNSETTLED
B001297,2026-01-07,ACC0071,Northline Freight,17230,GBP,DEBIT,SETTLED
B001298,2026-01-27,ACC0045,"Marlow ""Fine"" Foods",22790,GBP,CREDIT,SETTLED
B001299,2026-03-15,ACC0060,Dhillon & Sons,453,GBP,DEBIT,SETTLED
B001300,2026-02-03,ACC0051,"Marlow ""Fine"" Foods",19691,GBP,DEBIT,UNSETTLED
B001301,2026-01-04,ACC0025,Petra Logistics,,GBP,DEBIT,RETURNED
B001302,2026-03-07,ACC0071,Harrow Sports Club,10146,GBP,DEBIT,UNSETTLED
B001303,2026-03-03,ACC0100,"Marlow ""Fine"" Foods",11297,GBP,DEBIT,SETTLED
B001304,2026-01-18,ACC0114,Harrow Sports Club,5951,GBP,DEBIT,SETTLED
B001305,2026-02-17,ACC0038,"Wembley Tyres, Ltd",13618,GBP,DEBIT,UNSETTLED
B001306,2026-01-21,ACC0025,Sandbrook Utilities,1648,GBP,DEBIT,RETURNED
B001307,2026-01-29,ACC0113,Bolt & Screw Ltd,12964,GBP,DEBIT,RETURNED
B001308,2026-02-06,ACC0068,Northline Freight,5200,GBP,DEBIT,SETTLED
B001309,2026-02-20,ACC0001,Sandbrook Utilities,8500,GBP,DEBIT,RETURNED
B001310,2026-03-18,ACC0073,Corner Cafe,55132,GBP,DEBIT,UNSETTLED
B001311,2026-03-05,ACC0106,"Marlow ""Fine"" Foods",8277,GBP,DEBIT,RETURNED
B001312,2026-02-28,ACC0019,Kite Digital,4692,GBP,CREDIT,SETTLED
B001313,2026-03-23,ACC0039,Northline Freight,16996,GBP,DEBIT,UNSETTLED
B001314,2026-02-22,ACC0094,Sandbrook Utilities,1923,GBP,CREDIT,UNSETTLED
B001315,2026-03-27,ACC0072,"Marlow ""Fine"" Foods",10584,GBP,DEBIT,RETURNED
B001316,2026-02-25,ACC0006,Harrow Sports Club,6584,GBP,DEBIT,SETTLED
B001317,2026-02-18,ACC0079,Sandbrook Utilities,14424,GBP,DEBIT,SETTLED
B001318,2026-03-13,ACC0051,Petra Logistics,10288,GBP,CREDIT,SETTLED
B001319,2026-01-18,ACC0030,Sandbrook Utilities,8895,GBP,CREDIT,UNSETTLED
B001320,2026-02-01,ACC0085,Bolt & Screw Ltd,4683,GBP,DEBIT,SETTLED
B001321,2026-03-02,ACC0109,The Old Print Works,1636,GBP,CREDIT,RETURNED
B001322,2026-03-30,ACC0067,Dhillon & Sons,9962,GBP,DEBIT,RETURNED
B001323,2026-01-04,ACC0117,Corner Cafe,13038,GBP,DEBIT,SETTLED
B001324,2026-02-28,ACC0069,Bolt & Screw Ltd,3499,GBP,DEBIT,SETTLED
B001325,2026-01-04,ACC0009,Harrow Sports Club,16675,GBP,CREDIT,SETTLED
B001326,2026-01-15,ACC0016,Corner Cafe,5577,GBP,DEBIT,UNSETTLED
B001327,2026-01-04,ACC0004,Sandbrook Utilities,1057,GBP,DEBIT,SETTLED
B001328,2026-01-16,ACC0114,Bolt & Screw Ltd,2310,GBP,CREDIT,SETTLED
B001329,2026-01-17,ACC0004,"Marlow ""Fine"" Foods",15728,GBP,DEBIT,SETTLED
B001330,2026-03-14,ACC0068,Ashvale Clinic,45123,GBP,CREDIT,RETURNED
B001331,2026-03-27,ACC0028,Corner Cafe,30567,GBP,CREDIT,RETURNED
B001332,2026-03-01,ACC0027,Corner Cafe,6309,GBP,DEBIT,UNSETTLED
B001333,2026-02-23,ACC0093,Kite Digital,5235,GBP,CREDIT,SETTLED
B001334,2026-02-01,ACC0096,Ashvale Clinic,4444,GBP,CREDIT,SETTLED
B001335,2026-03-24,ACC0038,The Old Print Works,651,GBP,CREDIT,RETURNED
B001336,2026-02-03,ACC0113,Corner Cafe,16114,GBP,DEBIT,RETURNED
B001337,2026-01-13,ACC0052,"Marlow ""Fine"" Foods",1839,GBP,DEBIT,RETURNED
B001338,2026-01-05,ACC0094,Corner Cafe,3389,GBP,CREDIT,UNSETTLED
B001339,2026-01-08,ACC0078,Dhillon & Sons,5553,GBP,CREDIT,SETTLED
B001340,2026-03-22,ACC0102,Sandbrook Utilities,1426,GBP,DEBIT,SETTLED
B001341,2026-01-06,ACC0083,Sandbrook Utilities,13748,GBP,DEBIT,SETTLED
B001342,2026-01-27,ACC0086,Ashvale Clinic,3927,GBP,DEBIT,UNSETTLED
B001343,2026-02-06,ACC0095,Corner Cafe,5686,GBP,CREDIT,RETURNED
B001344,2026-02-01,ACC0039,The Old Print Works,3090,GBP,DEBIT,UNSETTLED
B001345,2026-02-02,ACC0026,Kite Digital,25730,GBP,CREDIT,SETTLED
B001346,2026-03-25,ACC0102,Northline Freight,4692,GBP,DEBIT,SETTLED
B001347,2026-01-11,ACC0034,Bolt & Screw Ltd,2374,GBP,DEBIT,SETTLED
B001348,2026-01-15,ACC0021,Dhillon & Sons,5279,GBP,DEBIT,SETTLED
B001349,2026-01-18,ACC0003,Sandbrook Utilities,5954,GBP,CREDIT,SETTLED
B001350,2026-03-05,ACC0106,Ashvale Clinic,5563,GBP,DEBIT,SETTLED
B001351,2026-02-15,ACC0095,The Old Print Works,24065,GBP,DEBIT,UNSETTLED
B001352,2026-02-05,ACC0030,Corner Cafe,23071,GBP,DEBIT,SETTLED
B001353,2026-03-19,ACC0010,Kite Digital,9697,GBP,DEBIT,UNSETTLED
B001354,2026-02-15,ACC0098,Corner Cafe,5641,GBP,DEBIT,SETTLED
B001355,2026-01-01,ACC0097,Ashvale Clinic,6802,GBP,DEBIT,UNSETTLED
B001356,2026-01-24,ACC0050,"Wembley Tyres, Ltd",1220,GBP,CREDIT,RETURNED
B001357,2026-03-15,ACC0005,"Marlow ""Fine"" Foods",7074,GBP,DEBIT,SETTLED
B001358,2026-02-28,ACC0043,"Wembley Tyres, Ltd",5832,GBP,DEBIT,UNSETTLED
B001359,2026-03-11,ACC0014,Petra Logistics,27308,GBP,CREDIT,SETTLED
B001360,2026-02-15,ACC0070,Northline Freight,27254,GBP,DEBIT,UNSETTLED
B001361,2026-01-24,ACC0035,Kite Digital,18597,GBP,DEBIT,RETURNED
B001362,2026-01-26,ACC0024,Kite Digital,7795,GBP,DEBIT,SETTLED
B001363,2026-02-13,ACC0028,Ashvale Clinic,7803,GBP,DEBIT,UNSETTLED
B001364,2026-02-09,ACC0084,Dhillon & Sons,8683,GBP,DEBIT,RETURNED
B001365,2026-03-16,ACC0112,The Old Print Works,9026,GBP,CREDIT,UNSETTLED
B001366,2026-02-13,ACC0048,Petra Logistics,3603,GBP,DEBIT,SETTLED
B001367,2026-03-29,ACC0022,Dhillon & Sons,2288,GBP,DEBIT,SETTLED
B001368,2026-03-27,ACC0115,Ashvale Clinic,5798,GBP,DEBIT,RETURNED
B001369,2026-02-04,ACC0017,Harrow Sports Club,7960,GBP,CREDIT,SETTLED
B001370,2026-03-28,ACC0057,Northline Freight,16740,GBP,DEBIT,SETTLED
B001371,2026-03-24,ACC0104,Bolt & Screw Ltd,13984,GBP,CREDIT,UNSETTLED
B001372,2026-01-27,ACC0038,Sandbrook Utilities,11037,GBP,DEBIT,SETTLED
B001373,2026-02-05,ACC0100,Dhillon & Sons,6043,GBP,DEBIT,SETTLED
B001374,2026-03-05,ACC0015,The Old Print Works,2853,GBP,DEBIT,RETURNED
B001375,2026-03-22,ACC0068,Petra Logistics,27199,GBP,CREDIT,RETURNED
B001376,2026-01-06,ACC0100,Corner Cafe,7145,GBP,DEBIT,RETURNED
B001377,2026-01-29,ACC0006,Harrow Sports Club,1062,GBP,CREDIT,RETURNED
B001378,2026-01-15,ACC0056,Kite Digital,28284,GBP,DEBIT,SETTLED
B001379,2026-03-03,ACC0078,Corner Cafe,28975,GBP,DEBIT,SETTLED
B001380,2026-03-24,ACC0006,Dhillon & Sons,5644,GBP,DEBIT,RETURNED
B001381,2026-03-20,ACC0086,Corner Cafe,,GBP,DEBIT,UNSETTLED
B001382,2026-01-10,ACC0119,"Wembley Tyres, Ltd",3467,GBP,DEBIT,UNSETTLED
B001383,2026-03-12,ACC0020,Petra Logistics,9350,GBP,DEBIT,SETTLED
B001384,2026-03-29,ACC0052,Sandbrook Utilities,6124,GBP,DEBIT,SETTLED
B001385,2026-03-18,ACC0009,Ashvale Clinic,11623,GBP,DEBIT,UNSETTLED
B001386,2026-02-25,ACC0090,Northline Freight,4451,GBP,CREDIT,RETURNED
B001387,2026-03-02,ACC0024,Petra Logistics,4010,GBP,DEBIT,SETTLED
B001388,2026-02-16,ACC0011,The Old Print Works,14368,GBP,DEBIT,UNSETTLED
B001389,2026-01-05,ACC0056,Kite Digital,10063,GBP,DEBIT,SETTLED
B001390,2026-02-14,ACC0055,Harrow Sports Club,1469,GBP,DEBIT,SETTLED
B001391,2026-01-28,ACC0031,Ashvale Clinic,30167,GBP,DEBIT,UNSETTLED
B001392,2026-02-22,ACC0042,The Old Print Works,16092,GBP,DEBIT,SETTLED
B001393,2026-03-30,ACC0048,Kite Digital,4430,GBP,DEBIT,SETTLED
B001394,2026-03-06,ACC0055,"Marlow ""Fine"" Foods",3850,GBP,DEBIT,RETURNED
B001395,2026-02-06,ACC0112,Bolt & Screw Ltd,5552,GBP,DEBIT,SETTLED
B001396,2026-01-13,ACC0002,"Wembley Tyres, Ltd",1563,GBP,CREDIT,UNSETTLED
B001397,2026-02-04,ACC0011,Kite Digital,8889,GBP,CREDIT,RETURNED
B001398,2026-01-13,ACC0059,"Wembley Tyres, Ltd",90331,GBP,CREDIT,SETTLED
B001399,2026-01-14,ACC0044,Northline Freight,3661,GBP,DEBIT,SETTLED
B001400,2026-01-12,ACC0065,"Wembley Tyres, Ltd",3955,GBP,DEBIT,UNSETTLED
B001401,2026-03-16,ACC0073,Harrow Sports Club,18018,GBP,DEBIT,SETTLED
B001402,2026-02-10,ACC0053,Petra Logistics,8626,GBP,DEBIT,SETTLED
B001403,2026-03-18,ACC0033,Bolt & Screw Ltd,9010,GBP,CREDIT,RETURNED
B001404,2026-02-28,ACC0088,Sandbrook Utilities,4380,GBP,DEBIT,UNSETTLED
B001405,2026-01-20,ACC0098,Northline Freight,1332,GBP,DEBIT,RETURNED
B001406,2026-03-13,ACC0030,"Marlow ""Fine"" Foods",7961,GBP,CREDIT,SETTLED
B001407,2026-03-24,ACC0050,"Marlow ""Fine"" Foods",932,GBP,DEBIT,RETURNED
B001408,2026-02-20,ACC0013,"Wembley Tyres, Ltd",28825,GBP,CREDIT,SETTLED
B001409,2026-01-26,ACC0104,Corner Cafe,7586,GBP,DEBIT,UNSETTLED
B001410,2026-01-28,ACC0081,Harrow Sports Club,1940,GBP,DEBIT,SETTLED
B001411,2026-03-01,ACC0009,"Wembley Tyres, Ltd",24714,GBP,DEBIT,SETTLED
B001412,2026-03-19,ACC0031,"Wembley Tyres, Ltd",7563,GBP,DEBIT,SETTLED
B001413,2026-03-02,ACC0118,"Wembley Tyres, Ltd",17227,GBP,DEBIT,SETTLED
B001414,2026-01-06,ACC0057,"Marlow ""Fine"" Foods",5921,GBP,CREDIT,SETTLED
B001415,2026-02-21,ACC0029,Dhillon & Sons,11358,GBP,DEBIT,SETTLED
B001416,2026-03-03,ACC0058,Kite Digital,6130,GBP,DEBIT,SETTLED
B001417,2026-02-05,ACC0102,Bolt & Screw Ltd,2501,GBP,DEBIT,RETURNED
B001418,2026-03-29,ACC0074,Corner Cafe,2949,GBP,DEBIT,RETURNED
B001419,2026-01-28,ACC0083,Petra Logistics,1249,GBP,DEBIT,SETTLED
B001420,2026-02-09,ACC0071,"Marlow ""Fine"" Foods",35200,GBP,DEBIT,SETTLED
B001421,2026-01-09,ACC0006,Corner Cafe,17229,GBP,DEBIT,UNSETTLED
B001422,2026-03-15,ACC0023,Dhillon & Sons,16186,GBP,CREDIT,UNSETTLED
B001423,2026-02-08,ACC0038,Petra Logistics,3923,GBP,CREDIT,RETURNED
B001424,2026-01-18,ACC0049,Harrow Sports Club,44230,GBP,DEBIT,RETURNED
B001425,2026-03-22,ACC0003,Ashvale Clinic,27644,GBP,CREDIT,SETTLED
B001426,2026-03-05,ACC0090,Harrow Sports Club,2256,GBP,DEBIT,RETURNED
B001427,2026-03-10,ACC0087,"Marlow ""Fine"" Foods",34028,GBP,DEBIT,SETTLED
B001428,2026-03-12,ACC0028,Dhillon & Sons,,GBP,DEBIT,UNSETTLED
B001429,2026-02-23,ACC0020,Sandbrook Utilities,2184,GBP,DEBIT,SETTLED
B001430,2026-02-08,ACC0004,"Wembley Tyres, Ltd",16316,GBP,DEBIT,RETURNED
B001431,2026-03-25,ACC0044,Northline Freight,2572,GBP,CREDIT,UNSETTLED
B001432,2026-01-17,ACC0088,Ashvale Clinic,1309,GBP,DEBIT,SETTLED
B001433,2026-03-13,ACC0035,Petra Logistics,1382,GBP,CREDIT,SETTLED
B001434,2026-01-27,ACC0103,Harrow Sports Club,1779,GBP,DEBIT,SETTLED
B001435,2026-01-27,ACC0081,"Wembley Tyres, Ltd",2129,GBP,DEBIT,SETTLED
B001436,2026-03-29,ACC0100,The Old Print Works,4408,GBP,DEBIT,SETTLED
B001437,2026-02-22,ACC0065,"Wembley Tyres, Ltd",8301,GBP,CREDIT,SETTLED
B001438,2026-03-29,ACC0062,Harrow Sports Club,3079,GBP,CREDIT,RETURNED
B001439,2026-02-05,ACC0050,Petra Logistics,3414,GBP,DEBIT,SETTLED
B001440,2026-01-30,ACC0104,Corner Cafe,5467,GBP,DEBIT,UNSETTLED
B001441,2026-01-22,ACC0021,"Marlow ""Fine"" Foods",3700,GBP,DEBIT,UNSETTLED
B001442,2026-03-13,ACC0062,Harrow Sports Club,4727,GBP,CREDIT,SETTLED
B001443,2026-02-07,ACC0068,"Wembley Tyres, Ltd",6014,GBP,CREDIT,SETTLED
B001444,2026-03-30,ACC0110,Kite Digital,9955,GBP,DEBIT,RETURNED
B001445,2026-02-19,ACC0048,Sandbrook Utilities,8924,GBP,DEBIT,SETTLED
B001446,2026-02-09,ACC0098,Kite Digital,12837,GBP,DEBIT,SETTLED
B001447,2026-03-13,ACC0099,The Old Print Works,26136,GBP,DEBIT,SETTLED
B001448,2026-03-23,ACC0001,"Marlow ""Fine"" Foods",4383,GBP,CREDIT,SETTLED
B001449,2026-02-23,ACC0080,Northline Freight,2456,GBP,DEBIT,SETTLED
B001450,2026-01-11,ACC0024,Ashvale Clinic,10614,GBP,DEBIT,SETTLED
B001451,2026-01-09,ACC0071,Ashvale Clinic,3403,GBP,CREDIT,UNSETTLED
B001452,2026-03-01,ACC0048,Kite Digital,19763,GBP,CREDIT,RETURNED
B001453,2026-03-25,ACC0002,"Wembley Tyres, Ltd",15306,GBP,CREDIT,UNSETTLED
B001454,2026-03-01,ACC0086,Kite Digital,3471,GBP,DEBIT,UNSETTLED
B001455,2026-03-18,ACC0108,Kite Digital,8890,GBP,DEBIT,RETURNED
B001456,2026-03-18,ACC0002,Harrow Sports Club,6674,GBP,CREDIT,RETURNED
B001457,2026-03-14,ACC0040,Corner Cafe,13149,GBP,CREDIT,SETTLED
B001458,2026-03-13,ACC0119,"Marlow ""Fine"" Foods",3649,GBP,CREDIT,UNSETTLED
B001459,2026-01-01,ACC0085,"Marlow ""Fine"" Foods",12967,GBP,DEBIT,RETURNED
B001460,2026-02-03,ACC0036,Harrow Sports Club,7131,GBP,DEBIT,SETTLED
B001461,2026-03-12,ACC0082,Dhillon & Sons,2977,GBP,DEBIT,RETURNED
B001462,2026-01-03,ACC0063,Bolt & Screw Ltd,2994,GBP,CREDIT,UNSETTLED
B001463,2026-03-15,ACC0001,Petra Logistics,16703,GBP,DEBIT,UNSETTLED
B001464,2026-01-26,ACC0116,Harrow Sports Club,28203,GBP,CREDIT,UNSETTLED
B001465,2026-03-12,ACC0101,Ashvale Clinic,9090,GBP,DEBIT,RETURNED
B001466,2026-03-15,ACC0033,"Marlow ""Fine"" Foods",11449,GBP,DEBIT,UNSETTLED
B001467,2026-01-29,ACC0102,Petra Logistics,17497,GBP,DEBIT,UNSETTLED
B001468,2026-01-07,ACC0115,Northline Freight,2485,GBP,DEBIT,SETTLED
B001469,2026-03-18,ACC0043,Harrow Sports Club,2580,GBP,DEBIT,SETTLED
B001470,2026-03-06,ACC0095,Sandbrook Utilities,3263,GBP,CREDIT,RETURNED
B001471,2026-03-23,ACC0009,Sandbrook Utilities,4764,GBP,CREDIT,RETURNED
B001472,2026-01-11,ACC0079,Corner Cafe,1652,GBP,DEBIT,RETURNED
B001473,2026-03-10,ACC0060,Dhillon & Sons,26037,GBP,CREDIT,SETTLED
B001474,2026-03-21,ACC0046,"Marlow ""Fine"" Foods",15420,GBP,CREDIT,SETTLED
B001475,2026-01-03,ACC0108,The Old Print Works,38652,GBP,DEBIT,RETURNED
B001476,2026-01-06,ACC0048,Harrow Sports Club,10218,GBP,DEBIT,SETTLED
B001477,2026-03-22,ACC0044,Bolt & Screw Ltd,5281,GBP,CREDIT,SETTLED
B001478,2026-01-07,ACC0080,Harrow Sports Club,1890,GBP,DEBIT,SETTLED
B001479,2026-03-12,ACC0090,The Old Print Works,9167,GBP,CREDIT,RETURNED
B001480,2026-01-18,ACC0101,Harrow Sports Club,12346,GBP,CREDIT,SETTLED
B001481,2026-03-18,ACC0069,Petra Logistics,4062,GBP,CREDIT,SETTLED
B001482,2026-03-25,ACC0068,"Wembley Tyres, Ltd",3544,GBP,DEBIT,RETURNED
B001483,2026-03-02,ACC0046,Dhillon & Sons,22044,GBP,DEBIT,RETURNED
